Code,Disease,Symptoms
449,Hydatidiform mole,"['Spotting or bleeding during pregnancy', 'Pain during pregnancy', 'Problems during pregnancy', 'Sharp abdominal pain', 'Low back pain', 'Nausea', 'Dizziness', 'Vomiting', 'Pelvic pain', 'Diminished vision', 'Side pain', 'Burning abdominal pain']"
450,Pain disorder affecting the neck,"['Neck pain', 'Headache', 'Back pain', 'Loss of sensation', 'Neck stiffness or tightness', 'Shoulder pain', 'Low back pain', 'Dizziness', 'Arm pain', 'Paresthesia', 'Insomnia']"
451,Tuberculosis,"['Cough', 'Shortness of breath', 'Sweating', 'Congestion in chest', 'Hemoptysis', 'Skin dryness, peeling, scaliness, or roughness', 'Drainage in throat', 'Hurts to breath']"
452,Pelvic fistula,"['Vaginal discharge', 'Dizziness', 'Rectal bleeding', 'Back pain', 'Fainting', 'Heartburn', 'Itching of scrotum', 'Muscle swelling']"
453,Acute bronchiolitis,"['Cough', 'Fever', 'Nasal congestion', 'Wheezing', 'Difficulty breathing', 'Vomiting', 'Coryza', 'Shortness of breath', 'Decreased appetite', 'Pulling at ears', 'Hurts to breath']"
455,Dementia,"['Disturbance of memory', 'Problems with movement', 'Dizziness', 'Depressive or psychotic symptoms', 'Abnormal involuntary movements', 'Paresthesia', 'Hostile behavior', 'Delusions or hallucinations', 'Difficulty speaking', 'Insomnia', 'Disturbance of smell or taste', 'Focal weakness']"
456,Insect bite,"['Skin rash', 'Abnormal appearing skin', 'Itching of skin', 'Skin swelling', 'Skin lesion', 'Peripheral edema', 'Hand or finger swelling', 'Arm swelling', 'Leg swelling', 'Swollen eye', 'Fluid retention', 'Lip swelling']"
457,Paroxysmal ventricular tachycardia,"['Shortness of breath', 'Sharp chest pain', 'Dizziness', 'Palpitations', 'Fainting', 'Irregular heartbeat', 'Fatigue', 'Increased heart rate', 'Chest tightness', 'Weight gain', 'Decreased heart rate', 'Slurring words']"
459,Connective tissue disorder,"['Joint pain', 'Skin rash', 'Fatigue', 'Foot or toe pain', 'Fever', 'Feeling ill', 'Paresthesia', 'Ache all over', 'Arm pain', 'Headache', 'Lymphedema', 'Difficulty in swallowing']"
460,Foreign body in the eye,"['Pain in eye', 'Eye redness', 'Foreign body sensation in eye', 'Eye burns or stings', 'Lacrimation', 'Swollen eye', 'Itchiness of eye', 'White discharge from eye', 'Abnormal movement of eyelid', 'Eyelid lesion or rash', 'Eyelid swelling']"
461,Poisoning due to gas,"['Shortness of breath', 'Cough', 'Nausea', 'Headache', 'Sharp chest pain', 'Nasal congestion', 'Dizziness', 'Difficulty breathing', 'Sore throat', 'Wheezing', 'Fever', 'Drainage in throat']"
462,Pyogenic skin infection,"['Abnormal appearing skin', 'Skin lesion', 'Leg pain', 'Skin rash', 'Leg swelling', 'Foot or toe pain', 'Skin on leg or foot looks infected', 'Skin swelling', 'Hand or finger swelling', 'Hand or finger pain', 'Foot or toe swelling']"
463,Endometrial hyperplasia,"['Vaginal bleeding after menopause', 'Heavy menstrual flow', 'Unpredictable menstruation', 'Involuntary urination', 'Vaginal discharge', 'Pelvic pain']"
466,Viral exanthem,"['Skin rash', 'Fever', 'Cough', 'Nasal congestion', 'Vomiting', 'Abnormal appearing skin', 'Itching of skin', 'Decreased appetite', 'Pulling at ears', 'Skin swelling', 'Lip sore', 'Flu-like syndrome']"
467,Blastomycosis,"['Pain in eye', 'Shoulder cramps or spasms', 'Facial pain', 'Ankle pain', 'Wrist pain', 'Joint stiffness or tightness', 'Pain or soreness of breast', 'Knee lump or mass', 'Fatigue']"
468,Noninfectious gastroenteritis,"['Vomiting', 'Diarrhea', 'Nausea', 'Sharp abdominal pain', 'Fever', 'Burning abdominal pain', 'Headache', 'Blood in stool', 'Decreased appetite', 'Chills', 'Fluid retention', 'Rectal bleeding']"
469,Benign prostatic hyperplasia (BPH),"['Retention of urine', 'Frequent urination', 'Blood in urine', 'Excessive urination at night', 'Impotence', 'Involuntary urination', 'Pain in testicles', 'Hesitancy', 'Swelling of scrotum', 'Low urine output']"
470,Menopause,"['Hot flashes', 'Unpredictable menstruation', 'Sweating', 'Pelvic pain', 'Long menstrual periods', 'Involuntary urination', 'Vaginal dryness', 'Vaginal itching', 'Weight gain', 'Heavy menstrual flow', 'Loss of sex drive', 'Absence of menstruation']"
472,Ovarian cancer,"['Sharp abdominal pain', 'Decreased appetite', 'Fluid retention', 'Regurgitation', 'Stomach bloating', 'Groin mass', 'Difficulty eating', 'Absence of menstruation']"
473,Cataract,"['Diminished vision', 'Spots or clouds in vision', 'Pain in eye', 'Lacrimation', 'Itchiness of eye', 'Blindness', 'Foreign body sensation in eye', 'Eye burns or stings', 'Double vision', 'Cloudy eye', 'Abnormal movement of eyelid']"
474,Dislocation of the hip,"['Hip pain', 'Knee pain', 'Leg pain', 'Back pain', 'Groin pain', 'Hip stiffness or tightness']"
475,Spinal stenosis,"['Back pain', 'Low back pain', 'Leg pain', 'Loss of sensation', 'Hip pain', 'Lower body pain', 'Problems with movement', 'Paresthesia']"
476,Intestinal obstruction,"['Constipation', 'Sharp abdominal pain', 'Nausea', 'Diarrhea', 'Vomiting', 'Retention of urine', 'Burning abdominal pain', 'Pain of the anus', 'Stomach bloating', 'Vomiting blood', 'Incontinence of stool']"
480,Lymphangitis,"['Skin on arm or hand looks infected', 'Neck swelling', 'Skin on leg or foot looks infected', 'Skin on head or neck looks infected', 'Foot or toe lump or mass', 'Flu-like syndrome', 'Foot or toe pain', 'Facial pain', 'Neck pain', 'Arm pain', 'Abnormal appearing skin', 'Skin irritation']"
481,Wernicke Korsakoff syndrome,"['Depressive or psychotic symptoms', 'Delusions or hallucinations', 'Leg pain', 'Fainting', 'Hostile behavior', 'Paresthesia', 'Arm pain', 'Anxiety and nervousness', 'Vomiting blood', 'Headache', 'Disturbance of memory']"
482,Intestinal disease,"['Sharp abdominal pain', 'Vomiting', 'Diarrhea', 'Regurgitation', 'Rectal bleeding', 'Burning abdominal pain', 'Constipation', 'Nausea', 'Upper abdominal pain', 'Sharp chest pain', 'Fainting', 'Weakness']"
483,Acute bronchitis,"['Cough', 'Nasal congestion', 'Fever', 'Sore throat', 'Shortness of breath', 'Coryza', 'Sharp chest pain', 'Coughing up sputum', 'Congestion in chest', 'Headache', 'Difficulty breathing', 'Wheezing']"
484,Persistent vomiting of unknown cause,"['Vomiting', 'Nausea', 'Sharp abdominal pain', 'Diarrhea', 'Fever', 'Headache', 'Dizziness', 'Cramps and spasms', 'Abnormal involuntary movements', 'Vomiting blood', 'Decreased appetite']"
486,Myocarditis,"['Palpitations', 'Ache all over', 'Cough', 'Chest tightness', 'Fever', 'Sharp chest pain', 'Weakness', 'Diarrhea', 'Headache', 'Difficulty breathing', 'Dizziness', 'Coughing up sputum']"
487,Preeclampsia,"['Headache', 'Pain during pregnancy', 'Problems during pregnancy', 'Sharp abdominal pain', 'Uterine contractions', 'Lower abdominal pain', 'Spots or clouds in vision', 'Cramps and spasms', 'Vaginal redness']"
488,Ischemic heart disease,"['Sharp chest pain', 'Shortness of breath', 'Difficulty breathing', 'Palpitations', 'Dizziness', 'Fatigue', 'Chest tightness', 'Peripheral edema', 'Lymphedema', 'Increased heart rate', 'Muscle pain', 'Throat feels tight']"
489,Neurofibromatosis,"['Headache', 'Abnormal appearing skin', 'Abnormal involuntary movements', 'Diminished hearing', 'Leg swelling', 'Leg weakness', 'Neck mass', 'Mass on vulva', 'Warts', 'Groin mass', 'Foot or toe lump or mass']"
490,Chickenpox,"['Skin rash', 'Fever', 'Abnormal appearing skin', 'Itching of skin', 'Ache all over', 'Cough', 'Skin lesion', 'Skin swelling', 'Eye redness']"
491,Pancreatic cancer,"['Sharp abdominal pain', 'Nausea', 'Ache all over', 'Fatigue', 'Diarrhea', 'Jaundice', 'Constipation', 'Stomach bloating', 'Arm swelling', 'Elbow swelling', 'Irregular appearing scalp', 'Vomiting blood']"
492,Neuropathy due to drugs,"['Loss of sensation', 'Foot or toe pain', 'Paresthesia', 'Problems with movement', 'Sharp abdominal pain', 'Cough', 'Nausea', 'Weakness', 'Vomiting', 'Facial pain', 'Fatigue', 'Hand or finger pain']"
493,Croup,"['Cough', 'Fever', 'Difficulty breathing', 'Nasal congestion', 'Wheezing', 'Shortness of breath', 'Vomiting', 'Sore throat', 'Coryza', 'Hoarse voice', 'Abnormal breathing sounds', 'Pulling at ears']"
494,Idiopathic excessive menstruation,"['Heavy menstrual flow', 'Unpredictable menstruation', 'Pelvic pain', 'Sharp abdominal pain', 'Painful menstruation', 'Long menstrual periods', 'Intermenstrual bleeding', 'Blood clots during menstrual periods', 'Frequent menstruation', 'Cramps and spasms', 'Vaginal discharge']"
495,Amblyopia,"['Diminished vision', 'Eye deviation', 'Pain in eye', 'Foreign body sensation in eye', 'Cross-eyed', 'Spots or clouds in vision', 'White discharge from eye', 'Abnormal movement of eyelid', 'Itchiness of eye', 'Eye moves abnormally']"
497,Dislocation of the wrist,"['Arm pain', 'Elbow pain', 'Hand or finger swelling', 'Hand or finger pain', 'Arm stiffness or tightness', 'Wrist pain', 'Elbow weakness', 'Wrist weakness']"
498,Ear drum damage,"['Ear pain', 'Diminished hearing', 'Fluid in ear', 'Redness in ear', 'Bleeding from ear', 'Plugged feeling in ear', 'Ringing in ear', 'Pulling at ears', 'Pus draining from ear', 'Flu-like syndrome']"
499,Erectile dysfunction,"['Impotence', 'Retention of urine', 'Frequent urination', 'Blood in urine', 'Pain in testicles', 'Loss of sex drive', 'Penis pain', 'Pain during intercourse']"
501,Kidney disease due to longstanding hypertension,"['Shortness of breath', 'Difficulty speaking', 'Incontinence of stool', 'Foot or toe cramps or spasms', 'Unusual color or odor to urine', 'Excessive appetite', 'Polyuria', 'Feeling cold']"
502,Chondromalacia of the patella,"['Knee pain', 'Leg pain', 'Knee swelling', 'Knee stiffness or tightness', 'Problems with movement', 'Knee weakness', 'Joint pain', 'Bones are painful']"
503,Onychomycosis,"['Skin rash', 'Irregular appearing nails', 'Abnormal appearing skin', 'Itching of skin', 'Skin growth', 'Skin dryness, peeling, scaliness, or roughness', 'Skin irritation', 'Skin swelling', 'Skin on leg or foot looks infected']"
504,Urethral disorder,"['Painful urination', 'Involuntary urination', 'Retention of urine', 'Frequent urination', 'Sharp abdominal pain', 'Suprapubic pain', 'Vomiting', 'Pelvic pain', 'Blood in urine', 'Side pain']"
505,Lyme disease,"['Fever', 'Skin rash', 'Headache', 'Fatigue', 'Abnormal appearing skin', 'Loss of sensation', 'Joint pain', 'Chills', 'Hip pain', 'Hand or finger pain']"
506,Iron deficiency anemia,"['Fatigue', 'Weakness', 'Dizziness', 'Heavy menstrual flow', 'Rectal bleeding', 'Blood in stool', 'Weight gain', 'Melena', 'Heartburn', 'Regurgitation', 'Intermenstrual bleeding', 'Absence of menstruation']"
507,Acute respiratory distress syndrome (ARDS),"['Shortness of breath', 'Difficulty breathing', 'Cough', 'Sharp chest pain', 'Fever', 'Wheezing', 'Hurts to breath', 'Chest tightness', 'Chills', 'Coughing up sputum', 'Congestion in chest']"
508,Toxic multinodular goiter,"['Fatigue', 'Abnormal involuntary movements', 'Double vision', 'Sweating', 'Involuntary urination', 'Abnormal movement of eyelid', 'Foreign body sensation in eye', 'Spots or clouds in vision', 'Leg cramps or spasms', 'Irregular heartbeat', 'Sinus congestion', 'Neck swelling']"
511,Psychosexual disorder,"['Impotence', 'Premature ejaculation', 'Loss of sex drive', 'Depression', 'Pain during intercourse', 'Fatigue', 'Fears and phobias', 'Problems with orgasm', 'Muscle pain', 'Involuntary urination']"
512,Anemia,"['Fatigue', 'Weakness', 'Dizziness', 'Shortness of breath', 'Nosebleed', 'Heavy menstrual flow', 'Melena', 'Unpredictable menstruation', 'Vomiting blood', 'Changes in stool appearance']"
513,Tendinitis,"['Hip pain', 'Shoulder pain', 'Knee pain', 'Wrist pain', 'Foot or toe pain', 'Hand or finger pain', 'Leg pain', 'Elbow pain', 'Ankle pain', 'Arm pain', 'Hand or finger swelling', 'Joint pain']"
514,Common cold,"['Cough', 'Sore throat', 'Fever', 'Nasal congestion', 'Coryza', 'Ear pain', 'Headache', 'Vomiting', 'Wheezing', 'Congestion in chest', 'Chills', 'Flu-like syndrome']"
515,Amyotrophic lateral sclerosis (ALS),"['Weakness', 'Leg weakness', 'Difficulty speaking', 'Problems with movement', 'Abnormal involuntary movements', 'Back pain', 'Difficulty in swallowing', 'Hand or finger weakness', 'Leg pain', 'Muscle weakness', 'Fatigue', 'Leg cramps or spasms']"
516,Central retinal artery or vein occlusion,"['Diminished vision', 'Blindness', 'Spots or clouds in vision', 'Pain in eye', 'Foreign body sensation in eye', 'Eye deviation', 'Double vision']"
517,Paroxysmal supraventricular tachycardia,"['Palpitations', 'Sharp chest pain', 'Increased heart rate', 'Irregular heartbeat', 'Shortness of breath', 'Dizziness', 'Weakness', 'Chest tightness', 'Sweating', 'Bladder mass', 'Involuntary urination']"
518,Venous insufficiency,"['Skin lesion', 'Leg swelling', 'Leg pain', 'Peripheral edema', 'Abnormal appearing skin', 'Leg cramps or spasms', 'Fluid retention', 'Lymphedema', 'Skin on leg or foot looks infected', 'Ankle swelling', 'Poor circulation']"
519,Trichomonas infection,"['Vaginal discharge', 'Sharp abdominal pain', 'Vomiting', 'Pelvic pain', 'Painful urination', 'Nausea', 'Lower abdominal pain', 'Vaginal itching', 'Burning abdominal pain', 'Side pain', 'Unpredictable menstruation']"
520,Acne,"['Acne or pimples', 'Skin rash', 'Abnormal appearing skin', 'Skin moles', 'Skin swelling', 'Skin growth', 'Warts', 'Skin dryness, peeling, scaliness, or roughness']"
521,Depression,"['Depression', 'Depressive or psychotic symptoms', 'Anxiety and nervousness', 'Insomnia', 'Abusing alcohol', 'Drug abuse', 'Delusions or hallucinations', 'Excessive anger', 'Disturbance of memory', 'Low self-esteem', 'Hostile behavior', 'Temper problems']"
522,Drug abuse,"['Drug abuse', 'Depressive or psychotic symptoms', 'Depression', 'Abusing alcohol', 'Anxiety and nervousness', 'Delusions or hallucinations', 'Antisocial behavior', 'Sweating', 'Hostile behavior', 'Excessive anger', 'Fears and phobias', 'Smoking problems']"
523,Urinary tract obstruction,"['Retention of urine', 'Blood in urine', 'Side pain', 'Frequent urination', 'Sharp abdominal pain', 'Back pain', 'Suprapubic pain', 'Excessive urination at night', 'Painful urination', 'Involuntary urination']"
525,Iridocyclitis,"['Pain in eye', 'Diminished vision', 'Eye redness', 'Headache', 'Spots or clouds in vision', 'Swollen eye', 'Lacrimation', 'Foreign body sensation in eye', 'Itchiness of eye', 'Eye burns or stings', 'Cloudy eye']"
526,Varicocele of the testicles,"['Pain in testicles', 'Mass in scrotum', 'Groin pain', 'Swelling of scrotum', 'Infertility', 'Lower abdominal pain', 'Involuntary urination', 'Impotence', 'Skin growth', 'Penis pain', 'Pain of the anus']"
527,Irritable bowel syndrome,"['Sharp abdominal pain', 'Diarrhea', 'Burning abdominal pain', 'Constipation', 'Nausea', 'Anxiety and nervousness', 'Lower abdominal pain', 'Upper abdominal pain', 'Regurgitation', 'Insomnia', 'Rectal bleeding', 'Flatulence']"
528,Fracture of the foot,"['Foot or toe pain', 'Ankle pain', 'Foot or toe swelling', 'Ankle swelling', 'Foot or toe weakness', 'Foot or toe stiffness or tightness']"
529,Ovarian cyst,"['Sharp abdominal pain', 'Lower abdominal pain', 'Pelvic pain', 'Vomiting', 'Side pain', 'Nausea', 'Burning abdominal pain', 'Painful menstruation', 'Vaginal discharge', 'Intermenstrual bleeding', 'Cramps and spasms']"
530,Chlamydia,"['Penile discharge', 'Vaginal discharge', 'Sharp abdominal pain', 'Painful urination', 'Vaginal pain', 'Vaginal itching', 'Itching of skin', 'Frequent urination', 'Lower abdominal pain', 'Pelvic pain', 'Groin pain', 'Penis pain']"
531,Parasitic disease,"['Sharp abdominal pain', 'Skin rash', 'Cough', 'Fever', 'Hand or finger swelling', 'Abnormal appearing skin', 'Coughing up sputum', 'Swollen lymph nodes', 'Retention of urine', 'Itching of skin', 'Vaginal pain', 'Painful sinuses']"
532,Fracture of the jaw,"['Facial pain', 'Jaw swelling', 'Mouth pain', 'Bleeding gums', 'Swollen eye', 'Bones are painful', 'Redness in ear', 'Bleeding in mouth', 'Gum pain']"
534,Lipoma,"['Skin swelling', 'Back mass or lump', 'Arm lump or mass', 'Neck mass', 'Shoulder lump or mass', 'Skin growth', 'Skin lesion', 'Abnormal appearing skin', 'Groin mass', 'Leg lump or mass', 'Lump or mass of breast']"
535,Female genitalia infection,"['Vaginal pain', 'Vulvar irritation', 'Skin lesion', 'Fever', 'Vaginal discharge', 'Skin growth', 'Vulvar sore', 'Spotting or bleeding during pregnancy', 'Pelvic pain', 'Mass on vulva', 'Skin swelling', 'Groin pain']"
536,Pulmonary hypertension,"['Shortness of breath', 'Difficulty breathing', 'Fatigue', 'Sharp chest pain', 'Cough', 'Feeling ill', 'Wheezing', 'Peripheral edema', 'Apnea', 'Hurts to breath', 'Palpitations', 'Hemoptysis']"
537,Thyroid nodule,"['Difficulty in swallowing', 'Fatigue', 'Neck mass', 'Throat feels tight', 'Hoarse voice', 'Neck swelling', 'Lump in throat', 'Sleepiness', 'Weight gain', 'Diminished hearing', 'Abnormal movement of eyelid', 'Back weakness']"
538,Broken tooth,"['Toothache', 'Facial pain', 'Gum pain', 'Lip swelling', 'Mouth pain', 'Bleeding in mouth', 'Bleeding gums', 'Difficulty eating', 'Slurring words', 'Lump over jaw']"
539,Dumping syndrome,"['Nausea', 'Vomiting', 'Fatigue', 'Upper abdominal pain', 'Diarrhea', 'Weight gain']"
540,Lymphadenitis,"['Sore throat', 'Fever', 'Sharp abdominal pain', 'Swollen lymph nodes', 'Neck pain', 'Neck mass', 'Neck swelling', 'Ear pain', 'Cough', 'Headache', 'Vomiting', 'Skin swelling']"
542,Aortic valve disease,"['Shortness of breath', 'Fatigue', 'Sharp chest pain', 'Difficulty breathing', 'Palpitations', 'Fainting', 'Peripheral edema', 'Lymphedema', 'Increased heart rate', 'Irregular heartbeat']"
543,Rheumatoid arthritis,"['Joint pain', 'Knee pain', 'Ache all over', 'Hand or finger pain', 'Wrist pain', 'Peripheral edema', 'Hand or finger swelling', 'Joint swelling', 'Hand or finger weakness', 'Elbow swelling', 'Wrist swelling', 'Stiffness all over']"
544,Spermatocele,"['Pain in testicles', 'Mass in scrotum', 'Swelling of scrotum', 'Groin pain', 'Skin growth', 'Impotence']"
545,Impetigo,"['Skin rash', 'Skin lesion', 'Fever', 'Abnormal appearing skin', 'Cough', 'Itching of skin', 'Nasal congestion', 'Skin swelling', 'Skin on head or neck looks infected', 'Mouth ulcer', 'Sore in nose']"
546,Anal fistula,"['Pain of the anus', 'Sharp abdominal pain', 'Blood in stool', 'Rectal bleeding', 'Low back cramps or spasms', 'Lower body pain', 'Discharge in stools', 'Constipation', 'Mass or swelling around the anus', 'Incontinence of stool']"
547,Hypothermia,"['Depressive or psychotic symptoms', 'Weakness', 'Vomiting', 'Loss of sensation', 'Fainting', 'Elbow weakness', 'Wrist weakness', 'Feeling hot and cold', 'Emotional symptoms']"
548,Oppositional disorder,"['Depressive or psychotic symptoms', 'Excessive anger', 'Hostile behavior', 'Restlessness', 'Fainting', 'Temper problems', 'Antisocial behavior', 'Obsessions and compulsions', 'Nightmares', 'Low self-esteem']"
549,Migraine,"['Headache', 'Nausea', 'Vomiting', 'Dizziness', 'Diminished vision', 'Disturbance of memory', 'Spots or clouds in vision', 'Blindness', 'Long menstrual periods']"
550,Diabetic peripheral neuropathy,"['Skin lesion', 'Foot or toe pain', 'Loss of sensation', 'Leg pain', 'Paresthesia', 'Problems with movement', 'Foot or toe swelling', 'Lymphedema', 'Skin on leg or foot looks infected', 'Poor circulation', 'Foot or toe stiffness or tightness', 'Hand or finger cramps or spasms']"
551,Testicular disorder,"['Impotence', 'Fatigue', 'Loss of sex drive', 'Pain in testicles', 'Excessive anger', 'Mass in scrotum']"
553,Hidradenitis suppurativa,"['Arm pain', 'Arm lump or mass', 'Skin rash', 'Skin growth', 'Skin on arm or hand looks infected', 'Skin lesion', 'Skin swelling', 'Lower body pain', 'Groin mass', 'Acne or pimples', 'Arm swelling']"
554,Valley fever,"['Fever', 'Shortness of breath', 'Joint pain', 'Fatigue', 'Chills', 'Back pain', 'Ache all over', 'Hurts to breath', 'Hand or finger pain', 'Shoulder swelling', 'Hip stiffness or tightness']"
555,Conjunctivitis due to bacteria,"['Eye redness', 'Cough', 'Pain in eye', 'Fever', 'White discharge from eye', 'Nasal congestion', 'Itchiness of eye', 'Ear pain', 'Sore throat', 'Coryza', 'Abnormal appearing skin']"
556,Lewy body dementia,"['Disturbance of memory', 'Delusions or hallucinations', 'Abnormal involuntary movements', 'Problems with movement', 'Loss of sensation', 'Depressive or psychotic symptoms', 'Dizziness', 'Weakness', 'Seizures', 'Hostile behavior', 'Paresthesia']"
558,Multiple myeloma,"['Weakness', 'Fatigue', 'Chills', 'Problems with movement', 'Disturbance of memory', 'Lip swelling', 'Stiffness all over', 'Hip lump or mass', 'Muscle pain', 'Swollen abdomen', 'Impotence']"
607,Head injury,"['Headache', 'Neck pain', 'Dizziness', 'Back pain', 'Fainting', 'Facial pain', 'Lip swelling', 'Ringing in ear', 'Double vision', 'Redness in or around nose']"
608,Ascending cholangitis,"['Sharp abdominal pain', 'Fever', 'Jaundice', 'Nausea', 'Diarrhea', 'Vomiting', 'Shortness of breath', 'Upper abdominal pain', 'Retention of urine', 'Painful urination', 'Stomach bloating']"
609,Idiopathic irregular menstrual cycle,"['Unpredictable menstruation', 'Sharp abdominal pain', 'Heavy menstrual flow', 'Long menstrual periods', 'Pelvic pain', 'Lower abdominal pain', 'Intermenstrual bleeding', 'Painful menstruation', 'Blood clots during menstrual periods', 'Cramps and spasms', 'Frequent menstruation', 'Infertility']"
610,Interstitial lung disease,"['Cough', 'Fever', 'Nasal congestion', 'Coryza', 'Sore throat', 'Shortness of breath', 'Difficulty breathing', 'Sleepiness', 'Abnormal breathing sounds', 'Headache', 'Ear pain', 'Wheezing']"
611,Mononeuritis,"['Loss of sensation', 'Foot or toe pain', 'Paresthesia', 'Leg pain', 'Arm pain', 'Low back pain', 'Hand or finger pain', 'Elbow pain', 'Shoulder pain', 'Ankle pain', 'Wrist pain', 'Hand or finger weakness']"
612,Malaria,"['Headache', 'Fever', 'Ache all over', 'Weakness', 'Vomiting', 'Back pain', 'Fainting', 'Vulvar sore', 'Excessive growth', 'Itchy eyelid', 'Wrist weakness']"
613,Somatization disorder,"['Anxiety and nervousness', 'Depression', 'Depressive or psychotic symptoms', 'Ache all over', 'Dizziness', 'Sharp abdominal pain', 'Insomnia', 'Feeling ill', 'Fainting', 'Fatigue', 'Difficulty breathing', 'Weakness']"
614,Hypovolemia,"['Vomiting', 'Diarrhea', 'Nausea', 'Fever', 'Dizziness', 'Weakness', 'Sharp abdominal pain', 'Fainting', 'Headache', 'Decreased appetite', 'Feeling ill']"
615,Schizophrenia,"['Depressive or psychotic symptoms', 'Delusions or hallucinations', 'Depression', 'Anxiety and nervousness', 'Hostile behavior', 'Fears and phobias', 'Drug abuse', 'Insomnia', 'Temper problems', 'Excessive anger', 'Hysterical behavior', 'Low self-esteem']"
616,Knee ligament or meniscus tear,"['Knee pain', 'Knee swelling', 'Knee stiffness or tightness', 'Knee weakness', 'Leg stiffness or tightness', 'Leg weakness', 'Joint swelling', 'Knee lump or mass', 'Foot or toe cramps or spasms', 'Knee cramps or spasms']"
617,Endocarditis,"['Shortness of breath', 'Dizziness', 'Sharp chest pain', 'Palpitations', 'Fatigue', 'Weakness', 'Increased heart rate', 'Irregular heartbeat', 'Chills']"
618,Sepsis,"['Fever', 'Depressive or psychotic symptoms', 'Shortness of breath', 'Weakness', 'Vomiting', 'Difficulty breathing', 'Cough', 'Sharp abdominal pain', 'Chills', 'Decreased appetite', 'Feeling ill']"
619,Heat stroke,"['Feeling hot', 'Chills', 'Fainting', 'Vomiting', 'Palpitations', 'Fever', 'Feeling ill', 'Dizziness', 'Nausea', 'Loss of sensation']"
620,Cholecystitis,"['Sharp abdominal pain', 'Upper abdominal pain', 'Nausea', 'Vomiting', 'Sharp chest pain', 'Back pain', 'Side pain', 'Burning abdominal pain', 'Lower body pain', 'Regurgitation', 'Stomach bloating']"
621,Cardiac arrest,"['Shortness of breath', 'Difficulty breathing', 'Sharp chest pain', 'Weakness', 'Increased heart rate', 'Irregular heartbeat', 'Focal weakness', 'Palpitations', 'Hurts to breath', 'Decreased heart rate', 'Arm swelling', 'Pallor']"
622,Cardiomyopathy,"['Shortness of breath', 'Sharp chest pain', 'Fatigue', 'Palpitations', 'Chest tightness', 'Weight gain', 'Irregular heartbeat', 'Heartburn', 'Decreased heart rate', 'Muscle weakness']"
623,Social phobia,"['Anxiety and nervousness', 'Depression', 'Depressive or psychotic symptoms', 'Fears and phobias', 'Insomnia', 'Abusing alcohol', 'Low self-esteem', 'Delusions or hallucinations', 'Temper problems', 'Excessive anger', 'Obsessions and compulsions', 'Excessive appetite']"
624,Meningitis,"['Headache', 'Fever', 'Vomiting', 'Neck pain', 'Ache all over', 'Back pain', 'Seizures', 'Nausea', 'Low back pain', 'Cough', 'Leg pain', 'Neck stiffness or tightness']"
626,Hormone disorder,"['Excessive growth', 'Headache', 'Weight gain', 'Unpredictable menstruation', 'Hot flashes', 'Acne or pimples', 'Lump or mass of breast', 'Loss of sex drive', 'Painful menstruation', 'Frontal headache', 'Lack of growth']"
627,Raynaud disease,"['Loss of sensation', 'Hand or finger swelling', 'Abnormal appearing skin', 'Paresthesia', 'Poor circulation', 'Ache all over', 'Hand or finger pain', 'Muscle pain', 'Wrist swelling', 'Back pain']"
628,Reactive arthritis,"['Knee pain', 'Ache all over', 'Hip pain', 'Back pain', 'Vulvar sore', 'Knee lump or mass', 'Wrist weakness', 'Shoulder swelling', 'Neck cramps or spasms']"
630,Ear wax impaction,"['Plugged feeling in ear', 'Ear pain', 'Diminished hearing', 'Cough', 'Nasal congestion', 'Fever', 'Ringing in ear', 'Fluid in ear', 'Redness in ear', 'Pulling at ears', 'Painful sinuses', 'Sinus congestion']"
632,Peripheral arterial embolism,"['Leg pain', 'Loss of sensation', 'Leg swelling', 'Abnormal appearing skin', 'Foot or toe pain', 'Leg stiffness or tightness', 'Lymphedema', 'Poor circulation', 'Paresthesia', 'Groin pain', 'Knee swelling']"
633,Rosacea,"['Abnormal appearing skin', 'Skin rash', 'Acne or pimples', 'Skin dryness, peeling, scaliness, or roughness', 'Skin lesion', 'Skin swelling', 'Skin growth', 'Skin moles', 'Itching of skin', 'Warts']"
637,Tracheitis,"['Cough', 'Sore throat', 'Fever', 'Coryza', 'Hoarse voice', 'Nasal congestion', 'Ear pain', 'Difficulty breathing', 'Headache', 'Plugged feeling in ear', 'Shortness of breath', 'Sneezing']"
638,Jaw disorder,"['Toothache', 'Facial pain', 'Gum pain', 'Jaw swelling', 'Headache', 'Mouth pain', 'Neck mass', 'Difficulty in swallowing', 'Pain in gums', 'Jaw pain']"
639,Perirectal infection,"['Pain of the anus', 'Mass or swelling around the anus', 'Skin swelling', 'Lower body pain', 'Fluid retention', 'Skin growth', 'Abnormal appearing skin', 'Rectal bleeding', 'Pain in testicles', 'Swelling of scrotum']"
641,Post-traumatic stress disorder (PTSD),"['Anxiety and nervousness', 'Depression', 'Depressive or psychotic symptoms', 'Insomnia', 'Delusions or hallucinations', 'Drug abuse', 'Excessive anger', 'Temper problems', 'Abusing alcohol', 'Low self-esteem', 'Hostile behavior', 'Fears and phobias']"
642,Kidney cancer,"['Kidney mass', 'Retention of urine', 'Blood in urine', 'Excessive urination at night', 'Involuntary urination', 'Increased heart rate', 'Drainage in throat', 'Groin mass', 'Changes in stool appearance', 'Bedwetting']"
